	AverageSellingUnitWeight	ContentsMeasureType	ContentsQuantity	IsNew	IsSpecialOffer	PromotionDescription	UnitOfSale	UnitQuantity	description	image	name	price	tpnb	unitprice
95	2.5	KG	2.5				1	KG	[A Complete Pet Food for Puppies, HIGH QUALITY PROTEINS Help assist muscle growth and skeletal health. ANTIOXIDANTS Help maintain an effective immune system. CALCIUM & PHOSPHORUS Help build strong teeth and bones]	http://img.tesco.com/Groceries/pi/809/5053947466809/IDShot_90x90.jpg	Tesco Complete Puppy Food Beef And Vegetable 2.5Kg	3.0	74310407	1.2
96	0.187	ML	200.0	False			1	100ML	[48 Hour Action, Less White Marks, Alcohol Free]	http://img.tesco.com/Groceries/pi/224/5054402464224/IDShot_90x90.jpg	Tesco Mens Revive Antiperspirant Deodorant 200Ml	0.8	78141969	0.4
97	0.2	G	156.0				1	KG	[Premium dog food]	http://img.tesco.com/Groceries/pi/605/5060333436605/IDShot_90x90.jpg	Encore Chicken Beef Liver And Vegetable 156G	1.25	80383455	8.02
98	0.43	G	400.0				1	100G	[Cooked minced beef and beans in a spicy tomato sauce with rice in a tortilla wrap topped with a smoky tomato sauce and grated red Cheddar cheese., A flour tortilla filled with rice and beef chilli, topped with a smoky chilli tomato sauce and grated cheese.]	http://img.tesco.com/Groceries/pi/371/5054775860371/IDShot_90x90.jpg	Tesco Beef And Bean Enchilada 400G	1.5	81083630	0.375
99	0.35	ML	300.0		True	Save £1.50 Was £5.00 Now £3.50	1	100ML	[Mint Flavour 0.2% Mouthwash]	http://img.tesco.com/Groceries/pi/689/5000347037689/IDShot_90x90.jpg	Corsodyl Medicated Mouthwash Alcohol Free 300Ml	3.5	67381816	1.17
0	2.167	ML	2000.0	False			1	LITRE	[Cider]	http://img.tesco.com/Groceries/pi/125/5035766040125/IDShot_90x90.jpg	Woodpecker Can 4X500ml	4.0	51332831	2.0
1	0.09	G	80.0	False	True	Any 2 for £2.00	1	10G	[Rich Beef Stock Cube]	http://img.tesco.com/Groceries/pi/017/8710908960017/IDShot_90x90.jpg	Knorr Rich Beef Stock Cubes 80G	1.5	81343559	0.188
2	1.05	KG	1.0	False			1	KG	[Marinated diced beef in red wine gravy with vegetables., Our chefs carefully prepare all our meals with ingredients you'd find in your own kitchen. Our Classics range is all about traditional hearty warming, satisfying favourites that are all full of great flavour.]	http://img.tesco.com/Groceries/pi/201/5054402102201/IDShot_90x90.jpg	Tesco Classic Kitchen Beef And Red Wine Casserole 1Kg	5.0	77629660	5.0
3	0.55	G	300.0	False		£1 WYS £5 on fresh pre-packed meat and fish	1	100G	[Concentrated roast beef stock., Finest Roast Beef Stock]	http://img.tesco.com/Groceries/pi/292/5052909964292/IDShot_90x90.jpg	Tesco Finest British Roast Beef Stock 300G	2.0	72396861	0.667
4	90.875	G	59.0	False	True	Any 2 for £1.00	1	KG	[3 Minute Noodles Barbecue Beef Flavour]	http://img.tesco.com/Groceries/pi/370/7613035111370/IDShot_90x90.jpg	Maggi 3 Minute Noodles Bbq Beef Flavour 59G	0.75	79509471	12.72
5	0.905	ML	500.0		True	Any 4 for £6.00	1	LITRE	[Pear Cider Blended with Lemon Juice]	http://img.tesco.com/Groceries/pi/293/5027342001293/IDShot_90x90.jpg	Brothers Cloudy Lemon Cider 500Ml (L)	1.99	76018221	3.98
6	12.0	KG	12.0				1	KG	[A Complete Pet Food for Dogs, HIGH QUALITY PROTEINS   Help maintain optimal growth and development. FATTY ACIDS OMEGA 3 & 6   Help promote a healthy and shiny coat. ANTIOXIDANTS   Help maintain an effective immune system. NO ARTIFICIAL COLOURS OR FLAVOURS]	http://img.tesco.com/Groceries/pi/832/5054775297832/IDShot_90x90.jpg	Tesco Complete Beef And Vegetable 12 Kilograms	9.0	80696350	0.75
7	0.906	G	825.0		True	Save 25p Was £2.25 Now £2.00	1	KG	[Complete Pet Food for Adult Cats.]	http://img.tesco.com/Groceries/pi/266/5900951252266/IDShot_90x90.jpg	Whiskas Dry Beef 825G	2.0	77192610	2.43
8	0.038	G	25.0	False			1	100G	[Hollow white chocolate figure., www.facebook.com/pages/Milkybar, Good to remember: Enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures., Cocoa Plan:, Supporting farmers for better chocolate. Working with UTZ to support cocoa farmers. Find out more at www.nestlecocoaplan.com.]	http://img.tesco.com/Groceries/pi/045/0000059933045/IDShot_90x90.jpg	Milky Bar White Chocolate Polar Bear 25G	0.6	74693517	2.4
9	0.833	G	500.0				1	100G	[A hearty sauce for Beef & Ale casserole made with ale, tomato, carrot and thyme.]	http://img.tesco.com/Groceries/pi/053/5000354401053/IDShot_90x90.jpg	Homepride Jar Beef And Ale Sauce 500G	1.59	62478434	0.318
10	1.225	ML	750.0				1	LITRE	[Reduced alcohol wine based drink]	http://img.tesco.com/Groceries/pi/207/0085000022207/IDShot_90x90.jpg	Gallo Family Vineyards Summer Rose 750 Ml	4.5	76438455	6.0
11	0.156	G	65.0	False			1	100G	[Instant Rice Noodles with Artificial Beef Flavour Vietnamese Style (Pho Bo Bowl)]	http://img.tesco.com/Groceries/pi/309/8851876001309/IDShot_90x90.jpg	Mama Rice Noodles Beef Flavour 65G	1.2	73384902	1.85
12	0.403	G	415.0				1	KG	[2 Fillet of beef with mushroom filling wrapped in butter puff pastry., Tender fillet of beef with a roasted mushroom and onion duxelle wrapped in golden puff pastry.]	http://img.tesco.com/Groceries/pi/507/5052003467507/IDShot_90x90.jpg	Tesco Finest Beef Wellington 415G	10.0	64531754	24.1
13	0.225	G	200.0	False			1	KG	[Tomato and beef sauce pasta.]	http://img.tesco.com/Groceries/pi/485/5060005429485/IDShot_90x90.jpg	Toscana Penne Beef Bolognese 200G	1.0	78189158	5.0
14	0.5	G	500.0			£1 off Tesco chilled Finest pies Excl dessert pies	1	100G	[Shortcrust pastry base filled with minced beef in gravy topped with a puff pastry lid., Puff pastry pie filled with minced beef in a tasty gravy.]	http://img.tesco.com/Groceries/pi/496/5054402005496/IDShot_90x90.jpg	Tesco Everyday Value Minced Beef And Onion Pie 500G	1.8	77545499	0.36
15	0.281	G	280.0	False			1	100G	[Slices of Beef in a Rich Gravy.]	http://img.tesco.com/Groceries/pi/532/5022977008532/IDShot_90x90.jpg	Can Cook Sliced Beef In Gravy 280G	1.99	81037847	0.711
16	0.566	G	500.0				1	KG	[Slow cooked Double Beef Rib in a BBQ Rub, Slow cooked Double Beef Rib in a BBQ Rub]	http://img.tesco.com/Groceries/pi/207/5053947839207/IDShot_90x90.jpg	Tesco Bbq Beef Short Rib 500G	3.5	74800640	7.0
17	0.5	G	425.0		True	Save 50p Was £2.00 Now £1.50	1	100G	[Tender pieces of cooked diced beef in an onion and tomato curry sauce served with cooked pilau rice.]	http://img.tesco.com/Groceries/pi/788/5015274001788/IDShot_90x90.jpg	Pataks Beef Madras 425G	1.5	81037663	0.353
18	0.222	SNGL	1.0	False		£1 off Tesco chilled Finest pies Excl dessert pies	2	EACH	[Seasoned beef with potato, swede and onion wrapped in a shortcrust pastry, Seasoned beef with potato, swede and onion wrapped in a shortcrust pastry]	http://img.tesco.com/Groceries/pi/000/0214040000000/IDShot_90x90.jpg	Tesco Counter Beef And Vegetable Pasty 150G	2.0	76173001	2.0
19	3.093	L	2.0	False			1	LITRE	[Cider]	http://img.tesco.com/Groceries/pi/027/5014201510027/IDShot_90x90.jpg	Westons Old Rosie Cloudy Scrumpy 2 Litres	5.0	71862294	2.5
20	0.808	ML	500.0	True	True	Any 4 for £6.00	1	LITRE	"[This fine ale matures in its bottle producing a richer and more distinct character. A warming blend of fruit and malt flavours are followed by a smooth finish., MORLAND., EST. 1711., BOTTLE CONDITIONED STRONG ALE., A fine, specially brewed strong ale which finishes fermenting in the bottle., In the word of our head brewer   a combination of flavour and character that's as rare as a  . . . ""HEN'S TOOTH""., BREWING PERFECTION.]"	http://img.tesco.com/Groceries/pi/500/5023887000500/IDShot_90x90.jpg	Greene King Hen's Tooth Ale 500Ml	1.99	81779882	3.98
21	0.056	G	48.0				1	100G	[Roast Beef Flavour Baked Corn Snack., Meet the Monsters, www.monster munch.co.uk]	http://img.tesco.com/Groceries/pi/029/5000328168029/IDShot_90x90.jpg	Walkers Monster Munch Mega Roast Beef Snack 48G	0.8	63809048	1.67
22	0.092	G	85.0	False			1	KG	[A fresh tasting noodle dish with beef, soy, garlic & ginger., Have we mastered our craft or should we fall on our swords?, Share noodle wisdom: www.kabutonoodles.com/rate our noodles]	http://img.tesco.com/Groceries/pi/065/5060250610065/IDShot_90x90.jpg	Kabuto Noodles Beef Pho 85G	1.99	75907697	23.42
23	2.063	G	800.0				1	KG	[Complete Pet Food For Cats, No artificial flavours or colours.  Helps maintain muscle tone and strong bones. Helps maintain healthy teeth and gums.  Antioxidants.  Healthy Coat and Skin.  Vitamin & Mineral Enriched]	http://img.tesco.com/Groceries/pi/709/5054775227709/IDShot_90x90.jpg	Tesco Cat's Choice Soft And Crunchy Beef Chicken Veg800g	1.5	80399172	1.88
24	12.0	KG	12.0				1	KG	"[a complete feed for worker and sporting dogs, COMPLETE & BALANCED   For Worker & Sporting Dogs. VITAMINS & MINERALS   Help support the health of your dog. CALCIUM & PHOSPHORUS   Help build strong teeth and bones. 	NO ARTIFICIAL COLOURS OR FLAVOURS]"	http://img.tesco.com/Groceries/pi/870/5054775297870/IDShot_90x90.jpg	Tesco Complete Worker Dog With Beef 12Kg	8.0	80599033	0.667
25	0.643	KG	2.5		True	Save £1.00 Was £3.50 Now £2.50	1	KG	[Complete Pet Food for Adult Dogs]	http://img.tesco.com/Groceries/pi/233/7613035294233/IDShot_90x90.jpg	Winalot Beef 2.5Kg	2.5	80672332	1.0
26	0.27	G	230.0		True	Any 3 for £3.50	1	KG	[Vegetables & Potato with Beef]	http://img.tesco.com/Groceries/pi/386/3041096024386/IDShot_90x90.jpg	Cow & Gate Country Vegetable And Beef Casserole 230G 10 Mth+	1.6	66231186	6.96
27	0.108	G	86.0				1	KG	[Complementary pet food for adult dogs.]	http://img.tesco.com/Groceries/pi/038/5010394001038/IDShot_90x90.jpg	Pedigree Schmackos Beef 10 Sticks 86G	1.0	65704157	11.63
28	0.123	G	75.0	False			1	100G	[“Noodles with beef flavor, spices and dried vegetables.”]	http://img.tesco.com/Groceries/pi/566/8801043263566/IDShot_90x90.jpg	Nong-Shim Instant Oolongmen Beef Noodle Soup 75G	0.75	75825845	1.0
29	0.875	G	375.0				1	KG	[Complete Pet Food For Cats, A complete dry food for cats No artificial flavours or colours. Helps maintain muscle tone and strong bones]	http://img.tesco.com/Groceries/pi/563/5054775227563/IDShot_90x90.jpg	Tesco Soft And Crunchy Beef Chk And Vegetable 375G	0.75	80385787	2.0
30	1.338	KG	1.0	False	True	Save £1.00 Was £6.00 Now £5.00	1	100G	[Fruit flavour jelly candy]	http://img.tesco.com/Groceries/pi/201/8691216019201/IDShot_90x90.jpg	Haribo Halal Soft Jelly Bear 1Kg	5.0	76743370	0.5
31	0.101	G	80.0	False			1	100G	[Reduced Salt Concentrated Beef Stock, For more tasty recipe ideas and inspiration find us at: oxo.co.uk, Facebook and YouTube]	http://img.tesco.com/Groceries/pi/003/0000096123003/IDShot_90x90.jpg	Oxo Stock Pot Reduced Salt Beef 80G	1.4	81492301	1.75
32	0.825	ML	500.0		True	Any 3 for £5.00	1	100ML	[A medium-sweet cider, crisp and refreshing with a light sparkle.]	http://img.tesco.com/Groceries/pi/161/5060014570161/IDShot_90x90.jpg	Henneys Autumn Gold 500Ml	1.99	81038005	0.398
33	0.156	G	112.0				1	100G	[Concentrated beef gravy, Premium concentrated gravy]	http://img.tesco.com/Groceries/pi/802/5054269483802/IDShot_90x90.jpg	Tesco Beef Gravy Pot 4 Pack 112G	0.95	79361010	0.848
34	0.43	G	400.0				1	100G	[Cooked minced beef and beef brisket in a mild spiced tomato sauce with tagliatelle pasta, cherry tomatoes, pesto and mozzarella full fat soft cheese., Slow cooked minced beef and beef brisket ragu with tagliatelle, pesto, cherry tomatoes and mozzarella.]	http://img.tesco.com/Groceries/pi/074/5054775860074/IDShot_90x90.jpg	Tesco Beef Ragu Tagliatelle And Pesto 400G	2.0	81082907	0.5
35	0.075	SNGL	1.0	False			1	EACH		http://img.tesco.com/Groceries/pi/806/5013197130806/IDShot_90x90.jpg	In The Night Garden Mini Soft Toys Asstd In 12Pc Cdu	6.0	74202109	6.0
36	0.525	SNGL	1.0	False			1	EACH		http://img.tesco.com/Groceries/pi/609/5013197133609/IDShot_90x90.jpg	Iggle Piggle Bath Time Boat Set	15.0	75959433	15.0
37	9.6	KG	9.5				1	KG	[Complete Pet Food for Adult Dogs]	http://img.tesco.com/Groceries/pi/073/7613035294073/IDShot_90x90.jpg	Winalot Beef 9.5Kg	11.0	80672390	1.16
38	0.333	G	300.0	False			1	KG	[Minced beef and onion stew, Minced beef and onion stew.]	http://img.tesco.com/Groceries/pi/499/5054269483499/IDShot_90x90.jpg	Tesco Minced Beef And Onion Stew 300G	1.5	79360702	5.0
39	0.867	ML	500.0	True			1	LITRE	[Bulmers Original - Premium Cider Product]	http://img.tesco.com/Groceries/pi/155/5035766047155/IDShot_90x90.jpg	Bulmers Original Apple Cider 500Ml Bottle	1.5	81929754	3.0
40	0.43	G	400.0				1	100G	[Cooked beef brisket in a bacon and red wine sauce with garlic mashed potato, silverskin onions and beetroot., Pulled beef in a red wine and bacon sauce with garlic mash, pearl onions and beetroot.]	http://img.tesco.com/Groceries/pi/900/5054775859900/IDShot_90x90.jpg	Tesco Beef And Beetroot Bourguinon With Garlic Mash 400G	2.0	81081572	0.5
41	0.367	G	300.0	False			1	KG	[Beef with vegetables casserole with dumplings.]	http://img.tesco.com/Groceries/pi/413/5054269483413/IDShot_90x90.jpg	Tesco Beef Casserole And Dumplings 300G	1.5	79360201	5.0
42	0.061	G	55.0	True			1	100G	[Instant Rice Noodles Stew Beef Flavour]	http://img.tesco.com/Groceries/pi/761/8851876201761/IDShot_90x90.jpg	Mama Instant Rice Noodles Stew Beef 55G	0.55	81524386	1.0
43	8.667	KG	1.0	False			3	KG	[Ideal for roasting.]	http://img.tesco.com/Groceries/pi/000/0234770000000/IDShot_90x90.jpg	Counter Tesco British Beef Bone In Rib Joint	19.0	53605385	19.0
44	0.267	G	250.0	False			1	100G	[Diced beef and vegetables in a red wine gravy, We don't believe a gluten free life should be complicated, stressful or tasteless... just simple and delicious, For 50+ products and great offers, visit us at www.ilumiworld.com, Find us on Facebook, Twitter and Pinterest]	http://img.tesco.com/Groceries/pi/954/5060099245954/IDShot_90x90.jpg	Ilumi Beef Casserole 250G	2.4	81524167	0.96
45	0.504	G	450.0	False	True	Buy Any 2 Sides and 2 Mains for £6	1	KG	[Beef pieces in a sauce made with green and red peppers, ginger purée and soy sauce served with egg fried rice., Beef pieces in a rich savoury sauce, made with garlic, ginger and soy served with egg fried rice.]	http://img.tesco.com/Groceries/pi/568/5052910685568/IDShot_90x90.jpg	Tesco Big Night Time In Beef Blackbean And Egg Fried Rice Rice 450G	2.3	73340494	5.12
46	0.05	G	35.0	True			1	10G		http://img.tesco.com/Groceries/pi/629/5057008253629/IDShot_90x90.jpg	Christmas White Chocolate Polar Bear Lollipop 35G	1.0	81563707	0.286
47	0.54	SNGL	1.0				1	EACH		http://img.tesco.com/Groceries/pi/909/8715946518909/IDShot_90x90.jpg	Epson 26 Polar Bear Black	9.49	72787341	9.49
48	0.363	ML	200.0				1	100ML	[Alcoholic beverage.]	http://img.tesco.com/Groceries/pi/507/5024576195507/IDShot_90x90.jpg	Magnum Tonic Wine 200Ml	3.5	81189701	1.75
49	4.4	ML	3960.0	False			1	LITRE	[Swedish apple cider with a taste of raspberries]	http://img.tesco.com/Groceries/pi/627/7393714366627/IDShot_90x90.jpg	Kopparberg Raspberry 12X330ml	12.0	79661876	3.04
50	10.0	G	35.0				1	KG	[Seasoning Blend for Beef with Spices, Garlic and Onion, Learn how and discover heaven sent BBQ recipes at: truebarbecue.com]	http://img.tesco.com/Groceries/pi/331/5039303002331/IDShot_90x90.jpg	Reds Righteous Beef Rub 35G	1.0	81016976	28.58
51	0.13	SNGL	1.0				1	EACH		http://img.tesco.com/Groceries/pi/869/8715946519869/IDShot_90x90.jpg	Epson 26 Polar Bear Multipack	31.99	72787335	31.99
52	0.1	G	100.0	False			1	100G	[Milk Chocolate]	http://img.tesco.com/Groceries/pi/009/4000539727009/IDShot_90x90.jpg	Lindt Teddy Bear 100G	3.0	70482537	3.0
53	0.262	G	230.0	False			1	100G	[Pancakes coated in breadcrumb with a minced beef and onion filling]	http://img.tesco.com/Groceries/pi/299/5000116111299/IDShot_90x90.jpg	Birds Eye Beef Pancakes 230G	1.0	81747894	0.435
54	0.267	SNGL	1.0				1	EACH	[Wheat flour wrap, pulled beef, spicy chipotle dressing, chargrilled red pepper, lettuce, black turtle beans and spring onion., We hand roll our wraps every single day and pack them full of vibrant flavours from around the world.]	http://img.tesco.com/Groceries/pi/215/0000003265215/IDShot_90x90.jpg	Tesco Smokehouse Beef With Chipotle Dressing Wrap	2.35	80456174	2.35
55	0.478	G	295.0				1	100G	[A rich savoury sauce made with Guinness® Beer, Find us on Facebook and Twitter]	http://img.tesco.com/Groceries/pi/635/5010338206635/IDShot_90x90.jpg	Guinness Sauce 295G	1.49	78821994	0.505
56	0.49	G	200.0	False			1	100G	[Reduced Salt Beef Gravy Granules]	http://img.tesco.com/Groceries/pi/812/5000354406812/IDShot_90x90.jpg	Bisto Best Beef Reduced Salt 200G	2.0	81476217	1.0
57	0.875	ML	500.0	False	True	Any 3 for £5.00	1	LITRE	[Apple Cider with a Taste of Cinnamon.]	http://img.tesco.com/Groceries/pi/527/7393714516527/IDShot_90x90.jpg	Kopparberg Spiced Apple 500Ml	2.19	75077791	4.38
58	0.85	G	500.0	False			1	100G	[Zamojskie style tripes Beef - pork tripes.]	http://img.tesco.com/Groceries/pi/108/5900397736108/IDShot_90x90.jpg	Lowicz Beef And Pork Tripe With Vegetables 500G	2.49	65137338	0.498
59	3.53	ML	3300.0	False			1	LITRE	[Apple cider blended with passionfruit juice.]	http://img.tesco.com/Groceries/pi/001/5035766047001/IDShot_90x90.jpg	Old Mout Apple And Passion Fruit Cider Can 10X330ml	9.0	81883115	2.73
60	1.0	SNGL	1.0	False			1	EACH		http://img.tesco.com/Groceries/pi/424/9781447273424/IDShot_90x90.jpg	Tales From Acorn Wood: Postman Bear 15Th	3.85	78538063	3.85
61	0.867	ML	500.0	True	True	Any 3 for £5.00	1	LITRE	[Cider with Red Berries & Lime]	http://img.tesco.com/Groceries/pi/223/5035766047223/IDShot_90x90.jpg	Bulmers Red Berries And Lime Fruit Cider 500Ml	1.75	81929593	3.5
62	0.417	ML	200.0	False			1	100ML		http://img.tesco.com/Groceries/pi/517/0636191041517/IDShot_90x90.jpg	Wray And Nephew Rum Cream 200Ml	4.0	74706971	2.0
63	0.128	G	100.0				1	KG	[Rise & Shines Treats, For further information about our recipes please visit: www.lilyskitchen.co.uk or call us on 0845 680 5459.]	http://img.tesco.com/Groceries/pi/205/5060184241205/IDShot_90x90.jpg	Lily's Kitchen Rise And Shines Beef Liver 100G	3.0	80697723	30.0
64	0.203	G	175.0	False			1	100G	[Recipe Base Chinese Beef Stirfry, Join our Facebook, facebook.com/celebratehealth, For delicious recipe ideas visit:, www.celebratehealth.com.au]	http://img.tesco.com/Groceries/pi/204/9337484000204/IDShot_90x90.jpg	Celebrate Health Chinese Beef Stir Fry	1.59	81624930	0.909
65	0.867	ML	500.0	True	True	Any 3 for £5.00	1	LITRE	[Cider with Wild Blueberry & Lime]	http://img.tesco.com/Groceries/pi/285/5035766047285/IDShot_90x90.jpg	Bulmers Blueberry And Lime Fruit Cider 500Ml Bottle	1.75	81929725	3.5
66	0.5	G	400.0	False		30p off Crosse & Blackwell	1	100G	[Vegetable and Beef Soup]	http://img.tesco.com/Groceries/pi/547/5000232895547/IDShot_90x90.jpg	Crosse And Blackwell British Chunky Vegetable And Beef Soup 400G	0.99	72081277	0.248
67	0.338	G	454.0		True	Any 2 for £3.00	1	100G	[6 month matured by Christmas day, Christmas pudding., Christmas pudding Nut & Alcohol free]	http://img.tesco.com/Groceries/pi/056/0000003057056/IDShot_90x90.jpg	Tesco Nut And Alcohol Free Christmas Pudding 454G	2.0	64192532	0.441
68	1.167	CL	70.0				1	LITRE	[A Superior Blend of Fermented & Distilled Alcohol]	http://img.tesco.com/Groceries/pi/601/5021932001601/IDShot_90x90.jpg	Soiree Brand X 70Cl	7.0	75997433	10.0
69	0.188	G	150.0	True			1	100G	[Seasoned beef and mustard flavour crinkle cut potato crisps., Thick, ridge cut potato crisps with hearty roast beef flavour, mustard and spiced with clove, bay and cinnamon.]	http://img.tesco.com/Groceries/pi/734/5057008234734/IDShot_90x90.jpg	Tesco Finest Roast Beef And Mustard Crisps 150G	1.0	81492946	0.667
70	1.284	ML	750.0	False			1	75CL		http://img.tesco.com/Groceries/pi/048/5024576300048/IDShot_90x90.jpg	Red Label Jamaican Aperitif 750Ml	6.99	63139155	6.99
71	0.475	G	454.0	True			1	100G		http://img.tesco.com/Groceries/pi/376/5057008391376/IDShot_90x90.jpg	Tesco 8 Beef Burgers 454G	2.0	81720165	0.441
